序号,系统,25/26,责任人,一级功能,二级功能,三级功能,四级功能,类型,修改说明,评估说明,FTR,RET,DET,复杂度,UFP,复用度,调整因子,应用系数,FP,FP*应用系数,FTR明细,RET明细,DET明细（除启动触发器）,备注,,备注,"说明：
一、对于EI、EO、EQ
1、FTR如有多个，用中文顿号隔开
2、DET每行对应一个FTR，有多少个FTR则有多少行DET。对于每一行DET，用竖线|分割输入DET和输出DET，用顿号隔开多个DET。不同FTR用回车分开。
逻辑文件1{输入1、输入2|输出1、输出2}
逻辑文件2{|输出3、输出4}
逻辑文件3{输入3|}
例如：用户角色查询
FTR明细：
用户信息、角色信息
DET明细：
用户信息{用户名|用户名、密码、姓名、电话号码}
角色信息{|角色名称、角色权限}
二、如使用估算法，在DET列填写“估算法”
三、后评估如缺少FTR或DET信息导致无法据实评估的，复杂度均为低，在DET列填写“估算”",评估方法：
=ROW()-1,,2025,张明峰,,,,引擎版本管理表,ILF,,,"=IF(OR(X325=""估算法"",X325=""算法类"",X325=""无法识别""),"""",IF(V325="""",IF(OR(I325=""EI"",I325=""EO"",I325=""EQ""),0,""""),LEN(V325)-LEN(SUBSTITUTE(V325,""、"",""""))+1))","=IF(OR(X325=""估算法"",X325=""算法类"",X325=""无法识别""),"""",IF(W325="""",IF(OR(I325=""ILF"",I325=""EIF""),0,""""),LEN(W325)-LEN(SUBSTITUTE(W325,""、"",""""))+1))","=IF(OR(X325=""估算法"",X325=""算法类"",X325=""无法识别""),"""",IF(X325="""",IF(OR(I325=""ILF"",I325=""EIF"",I325=""EI"",I325=""EO"",I325=""EQ""),0,""""),LEN(X325)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X325,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I325=""EI"",I325=""EO"",I325=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I325=""EI"",IF(OR(X325=""估算法"",X325=""算法类""),""中"",IF(X325=""无法识别"",""低"",IF(L325<2,IF(N325<16,""低"",""中""),IF(L325<3,IF(N325<5,""低"",IF(N325<16,""中"",""高"")),IF(N325<5,""中"",""高""))))),IF(OR(I325=""EO"",I325=""EQ""),IF(OR(X325=""估算法"",X325=""算法类""),""中"",IF(X325=""无法识别"",""低"",IF(L325<2,IF(N325<20,""低"",""中""),IF(L325<4,IF(N325<6,""低"",IF(N325<20,""中"",""高"")),IF(N325<6,""中"",""高""))))),IF(OR(I325=""ILF"",I325=""EIF""),IF(OR(X325=""估算法"",X325=""算法类"",X325=""无法识别""),""低"",IF(M325<2,IF(N325<51,""低"",""中""),IF(M325<6,IF(N325<20,""低"",IF(N325<51,""中"",""高"")),IF(N325<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I325=""EI"",IF(O325=""低"",3,IF(O325=""中"",4,6)),IF(I325=""EO"",IF(O325=""低"",4,IF(O325=""中"",5,7)),IF(I325=""EQ"",IF(O325=""低"",3,IF(O325=""中"",4,6)),IF(I325=""ILF"",IF(O325=""低"",7,IF(O325=""中"",10,15)),IF(I325=""EIF"",IF(O325=""低"",5,IF(O325=""中"",7,10)),""不计算"")))))*Q325,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P325*R325,0)",=T325*S325,,引擎版本管理表,引擎版本管理表{版本ID、引擎ID、版本号、发布说明、发布时间},"=IF(COUNTIFS(V:V,""*""&H325&""*"")>0,""存在"",""不存在"")","=IF(COUNTIFS(AA:AA,""*""&H325&""*"")>0,""存在"",""不存在"")",数据清洗任务表、资产同步任务表,,
=ROW()-1,,2025,张明峰,,,,插件部署状态表,ILF,添加引用「添加引擎服务器、修改引擎服务器、删除引擎服务器」,数据库表未被本系统所使用,"=IF(OR(X326=""估算法"",X326=""算法类"",X326=""无法识别""),"""",IF(V326="""",IF(OR(I326=""EI"",I326=""EO"",I326=""EQ""),0,""""),LEN(V326)-LEN(SUBSTITUTE(V326,""、"",""""))+1))","=IF(OR(X326=""估算法"",X326=""算法类"",X326=""无法识别""),"""",IF(W326="""",IF(OR(I326=""ILF"",I326=""EIF""),0,""""),LEN(W326)-LEN(SUBSTITUTE(W326,""、"",""""))+1))","=IF(OR(X326=""估算法"",X326=""算法类"",X326=""无法识别""),"""",IF(X326="""",IF(OR(I326=""ILF"",I326=""EIF"",I326=""EI"",I326=""EO"",I326=""EQ""),0,""""),LEN(X326)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X326,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I326=""EI"",I326=""EO"",I326=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I326=""EI"",IF(OR(X326=""估算法"",X326=""算法类""),""中"",IF(X326=""无法识别"",""低"",IF(L326<2,IF(N326<16,""低"",""中""),IF(L326<3,IF(N326<5,""低"",IF(N326<16,""中"",""高"")),IF(N326<5,""中"",""高""))))),IF(OR(I326=""EO"",I326=""EQ""),IF(OR(X326=""估算法"",X326=""算法类""),""中"",IF(X326=""无法识别"",""低"",IF(L326<2,IF(N326<20,""低"",""中""),IF(L326<4,IF(N326<6,""低"",IF(N326<20,""中"",""高"")),IF(N326<6,""中"",""高""))))),IF(OR(I326=""ILF"",I326=""EIF""),IF(OR(X326=""估算法"",X326=""算法类"",X326=""无法识别""),""低"",IF(M326<2,IF(N326<51,""低"",""中""),IF(M326<6,IF(N326<20,""低"",IF(N326<51,""中"",""高"")),IF(N326<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I326=""EI"",IF(O326=""低"",3,IF(O326=""中"",4,6)),IF(I326=""EO"",IF(O326=""低"",4,IF(O326=""中"",5,7)),IF(I326=""EQ"",IF(O326=""低"",3,IF(O326=""中"",4,6)),IF(I326=""ILF"",IF(O326=""低"",7,IF(O326=""中"",10,15)),IF(I326=""EIF"",IF(O326=""低"",5,IF(O326=""中"",7,10)),""不计算"")))))*Q326,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P326*R326,0)",=T326*S326,,插件部署状态表,插件部署状态表{状态ID、插件ID、环境、部署状态、部署时间},"=IF(COUNTIFS(V:V,""*""&H326&""*"")>0,""存在"",""不存在"")","=IF(COUNTIFS(AA:AA,""*""&H326&""*"")>0,""存在"",""不存在"")",数据清洗任务表,,
=ROW()-1,,2025,张明峰,,,,插件执行记录表,ILF,添加引用「添加引擎服务器、修改引擎服务器、删除引擎服务器」,数据库表未被本系统所使用,"=IF(OR(X327=""估算法"",X327=""算法类"",X327=""无法识别""),"""",IF(V327="""",IF(OR(I327=""EI"",I327=""EO"",I327=""EQ""),0,""""),LEN(V327)-LEN(SUBSTITUTE(V327,""、"",""""))+1))","=IF(OR(X327=""估算法"",X327=""算法类"",X327=""无法识别""),"""",IF(W327="""",IF(OR(I327=""ILF"",I327=""EIF""),0,""""),LEN(W327)-LEN(SUBSTITUTE(W327,""、"",""""))+1))","=IF(OR(X327=""估算法"",X327=""算法类"",X327=""无法识别""),"""",IF(X327="""",IF(OR(I327=""ILF"",I327=""EIF"",I327=""EI"",I327=""EO"",I327=""EQ""),0,""""),LEN(X327)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X327,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I327=""EI"",I327=""EO"",I327=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I327=""EI"",IF(OR(X327=""估算法"",X327=""算法类""),""中"",IF(X327=""无法识别"",""低"",IF(L327<2,IF(N327<16,""低"",""中""),IF(L327<3,IF(N327<5,""低"",IF(N327<16,""中"",""高"")),IF(N327<5,""中"",""高""))))),IF(OR(I327=""EO"",I327=""EQ""),IF(OR(X327=""估算法"",X327=""算法类""),""中"",IF(X327=""无法识别"",""低"",IF(L327<2,IF(N327<20,""低"",""中""),IF(L327<4,IF(N327<6,""低"",IF(N327<20,""中"",""高"")),IF(N327<6,""中"",""高""))))),IF(OR(I327=""ILF"",I327=""EIF""),IF(OR(X327=""估算法"",X327=""算法类"",X327=""无法识别""),""低"",IF(M327<2,IF(N327<51,""低"",""中""),IF(M327<6,IF(N327<20,""低"",IF(N327<51,""中"",""高"")),IF(N327<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I327=""EI"",IF(O327=""低"",3,IF(O327=""中"",4,6)),IF(I327=""EO"",IF(O327=""低"",4,IF(O327=""中"",5,7)),IF(I327=""EQ"",IF(O327=""低"",3,IF(O327=""中"",4,6)),IF(I327=""ILF"",IF(O327=""低"",7,IF(O327=""中"",10,15)),IF(I327=""EIF"",IF(O327=""低"",5,IF(O327=""中"",7,10)),""不计算"")))))*Q327,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P327*R327,0)",=T327*S327,,插件执行记录表,插件执行记录表{记录ID、插件ID、开始时间、结束时间、结果、日志},"=IF(COUNTIFS(V:V,""*""&H327&""*"")>0,""存在"",""不存在"")","=IF(COUNTIFS(AA:AA,""*""&H327&""*"")>0,""存在"",""不存在"")",推送规则表、提醒规则表,,
=ROW()-1,,2025,张明峰,,,,安全资源注册请求参数表,ILF,添加引用「添加引擎服务器、修改引擎服务器、删除引擎服务器」,数据库表未被本系统所使用,"=IF(OR(X328=""估算法"",X328=""算法类"",X328=""无法识别""),"""",IF(V328="""",IF(OR(I328=""EI"",I328=""EO"",I328=""EQ""),0,""""),LEN(V328)-LEN(SUBSTITUTE(V328,""、"",""""))+1))","=IF(OR(X328=""估算法"",X328=""算法类"",X328=""无法识别""),"""",IF(W328="""",IF(OR(I328=""ILF"",I328=""EIF""),0,""""),LEN(W328)-LEN(SUBSTITUTE(W328,""、"",""""))+1))","=IF(OR(X328=""估算法"",X328=""算法类"",X328=""无法识别""),"""",IF(X328="""",IF(OR(I328=""ILF"",I328=""EIF"",I328=""EI"",I328=""EO"",I328=""EQ""),0,""""),LEN(X328)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X328,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I328=""EI"",I328=""EO"",I328=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I328=""EI"",IF(OR(X328=""估算法"",X328=""算法类""),""中"",IF(X328=""无法识别"",""低"",IF(L328<2,IF(N328<16,""低"",""中""),IF(L328<3,IF(N328<5,""低"",IF(N328<16,""中"",""高"")),IF(N328<5,""中"",""高""))))),IF(OR(I328=""EO"",I328=""EQ""),IF(OR(X328=""估算法"",X328=""算法类""),""中"",IF(X328=""无法识别"",""低"",IF(L328<2,IF(N328<20,""低"",""中""),IF(L328<4,IF(N328<6,""低"",IF(N328<20,""中"",""高"")),IF(N328<6,""中"",""高""))))),IF(OR(I328=""ILF"",I328=""EIF""),IF(OR(X328=""估算法"",X328=""算法类"",X328=""无法识别""),""低"",IF(M328<2,IF(N328<51,""低"",""中""),IF(M328<6,IF(N328<20,""低"",IF(N328<51,""中"",""高"")),IF(N328<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I328=""EI"",IF(O328=""低"",3,IF(O328=""中"",4,6)),IF(I328=""EO"",IF(O328=""低"",4,IF(O328=""中"",5,7)),IF(I328=""EQ"",IF(O328=""低"",3,IF(O328=""中"",4,6)),IF(I328=""ILF"",IF(O328=""低"",7,IF(O328=""中"",10,15)),IF(I328=""EIF"",IF(O328=""低"",5,IF(O328=""中"",7,10)),""不计算"")))))*Q328,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P328*R328,0)",=T328*S328,,安全资源注册请求参数表,安全资源注册请求参数表{请求ID、插件ID、安全资源描述、IP范围},"=IF(COUNTIFS(V:V,""*""&H328&""*"")>0,""存在"",""不存在"")","=IF(COUNTIFS(AA:AA,""*""&H328&""*"")>0,""存在"",""不存在"")",推送规则表、提醒规则表,,
=ROW()-1,,2025,张明峰,,,,导入记录表,,删除,非ILF-流水,"=IF(OR(X329=""估算法"",X329=""算法类"",X329=""无法识别""),"""",IF(V329="""",IF(OR(I329=""EI"",I329=""EO"",I329=""EQ""),0,""""),LEN(V329)-LEN(SUBSTITUTE(V329,""、"",""""))+1))","=IF(OR(X329=""估算法"",X329=""算法类"",X329=""无法识别""),"""",IF(W329="""",IF(OR(I329=""ILF"",I329=""EIF""),0,""""),LEN(W329)-LEN(SUBSTITUTE(W329,""、"",""""))+1))","=IF(OR(X329=""估算法"",X329=""算法类"",X329=""无法识别""),"""",IF(X329="""",IF(OR(I329=""ILF"",I329=""EIF"",I329=""EI"",I329=""EO"",I329=""EQ""),0,""""),LEN(X329)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X329,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I329=""EI"",I329=""EO"",I329=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I329=""EI"",IF(OR(X329=""估算法"",X329=""算法类""),""中"",IF(X329=""无法识别"",""低"",IF(L329<2,IF(N329<16,""低"",""中""),IF(L329<3,IF(N329<5,""低"",IF(N329<16,""中"",""高"")),IF(N329<5,""中"",""高""))))),IF(OR(I329=""EO"",I329=""EQ""),IF(OR(X329=""估算法"",X329=""算法类""),""中"",IF(X329=""无法识别"",""低"",IF(L329<2,IF(N329<20,""低"",""中""),IF(L329<4,IF(N329<6,""低"",IF(N329<20,""中"",""高"")),IF(N329<6,""中"",""高""))))),IF(OR(I329=""ILF"",I329=""EIF""),IF(OR(X329=""估算法"",X329=""算法类"",X329=""无法识别""),""低"",IF(M329<2,IF(N329<51,""低"",""中""),IF(M329<6,IF(N329<20,""低"",IF(N329<51,""中"",""高"")),IF(N329<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I329=""EI"",IF(O329=""低"",3,IF(O329=""中"",4,6)),IF(I329=""EO"",IF(O329=""低"",4,IF(O329=""中"",5,7)),IF(I329=""EQ"",IF(O329=""低"",3,IF(O329=""中"",4,6)),IF(I329=""ILF"",IF(O329=""低"",7,IF(O329=""中"",10,15)),IF(I329=""EIF"",IF(O329=""低"",5,IF(O329=""中"",7,10)),""不计算"")))))*Q329,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P329*R329,0)",=T329*S329,,导入记录表,导入记录表{记录ID、导入文件路径、导入时间、导入人},"=IF(COUNTIFS(V:V,""*""&H329&""*"")>0,""存在"",""不存在"")","=IF(COUNTIFS(AA:AA,""*""&H329&""*"")>0,""存在"",""不存在"")",推送规则表,,
=ROW()-1,,2025,张明峰,,,,同步记录表,,删除,非ILF-流水,"=IF(OR(X330=""估算法"",X330=""算法类"",X330=""无法识别""),"""",IF(V330="""",IF(OR(I330=""EI"",I330=""EO"",I330=""EQ""),0,""""),LEN(V330)-LEN(SUBSTITUTE(V330,""、"",""""))+1))","=IF(OR(X330=""估算法"",X330=""算法类"",X330=""无法识别""),"""",IF(W330="""",IF(OR(I330=""ILF"",I330=""EIF""),0,""""),LEN(W330)-LEN(SUBSTITUTE(W330,""、"",""""))+1))","=IF(OR(X330=""估算法"",X330=""算法类"",X330=""无法识别""),"""",IF(X330="""",IF(OR(I330=""ILF"",I330=""EIF"",I330=""EI"",I330=""EO"",I330=""EQ""),0,""""),LEN(X330)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X330,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I330=""EI"",I330=""EO"",I330=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I330=""EI"",IF(OR(X330=""估算法"",X330=""算法类""),""中"",IF(X330=""无法识别"",""低"",IF(L330<2,IF(N330<16,""低"",""中""),IF(L330<3,IF(N330<5,""低"",IF(N330<16,""中"",""高"")),IF(N330<5,""中"",""高""))))),IF(OR(I330=""EO"",I330=""EQ""),IF(OR(X330=""估算法"",X330=""算法类""),""中"",IF(X330=""无法识别"",""低"",IF(L330<2,IF(N330<20,""低"",""中""),IF(L330<4,IF(N330<6,""低"",IF(N330<20,""中"",""高"")),IF(N330<6,""中"",""高""))))),IF(OR(I330=""ILF"",I330=""EIF""),IF(OR(X330=""估算法"",X330=""算法类"",X330=""无法识别""),""低"",IF(M330<2,IF(N330<51,""低"",""中""),IF(M330<6,IF(N330<20,""低"",IF(N330<51,""中"",""高"")),IF(N330<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I330=""EI"",IF(O330=""低"",3,IF(O330=""中"",4,6)),IF(I330=""EO"",IF(O330=""低"",4,IF(O330=""中"",5,7)),IF(I330=""EQ"",IF(O330=""低"",3,IF(O330=""中"",4,6)),IF(I330=""ILF"",IF(O330=""低"",7,IF(O330=""中"",10,15)),IF(I330=""EIF"",IF(O330=""低"",5,IF(O330=""中"",7,10)),""不计算"")))))*Q330,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P330*R330,0)",=T330*S330,,同步记录表,同步记录表{记录ID、同步类型、同步时间、同步状态},"=IF(COUNTIFS(V:V,""*""&H330&""*"")>0,""存在"",""不存在"")","=IF(COUNTIFS(AA:AA,""*""&H330&""*"")>0,""存在"",""不存在"")",任务故障记录表、分类层级关系表,,
,,,张明峰,,,插件任务管理,,,,,"=IF(OR(X331=""估算法"",X331=""算法类"",X331=""无法识别""),"""",IF(V331="""",IF(OR(I199=""EI"",I199=""EO"",I199=""EQ""),0,""""),LEN(V331)-LEN(SUBSTITUTE(V331,""、"",""""))+1))","=IF(OR(X331=""估算法"",X331=""算法类"",X331=""无法识别""),"""",IF(W331="""",IF(OR(I199=""ILF"",I199=""EIF""),0,""""),LEN(W331)-LEN(SUBSTITUTE(W331,""、"",""""))+1))","=IF(OR(X331=""估算法"",X331=""算法类"",X331=""无法识别""),"""",IF(X331="""",IF(OR(I199=""ILF"",I199=""EIF"",I199=""EI"",I199=""EO"",I199=""EQ""),0,""""),LEN(X331)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X331,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I199=""EI"",I199=""EO"",I199=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I199=""EI"",IF(OR(X331=""估算法"",X331=""算法类""),""中"",IF(X331=""无法识别"",""低"",IF(L331<2,IF(N331<16,""低"",""中""),IF(L331<3,IF(N331<5,""低"",IF(N331<16,""中"",""高"")),IF(N331<5,""中"",""高""))))),IF(OR(I199=""EO"",I199=""EQ""),IF(OR(X331=""估算法"",X331=""算法类""),""中"",IF(X331=""无法识别"",""低"",IF(L331<2,IF(N331<20,""低"",""中""),IF(L331<4,IF(N331<6,""低"",IF(N331<20,""中"",""高"")),IF(N331<6,""中"",""高""))))),IF(OR(I199=""ILF"",I199=""EIF""),IF(OR(X331=""估算法"",X331=""算法类"",X331=""无法识别""),""低"",IF(M331<2,IF(N331<51,""低"",""中""),IF(M331<6,IF(N331<20,""低"",IF(N331<51,""中"",""高"")),IF(N331<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I199=""EI"",IF(O331=""低"",3,IF(O331=""中"",4,6)),IF(I199=""EO"",IF(O331=""低"",4,IF(O331=""中"",5,7)),IF(I199=""EQ"",IF(O331=""低"",3,IF(O331=""中"",4,6)),IF(I199=""ILF"",IF(O331=""低"",7,IF(O331=""中"",10,15)),IF(I199=""EIF"",IF(O331=""低"",5,IF(O331=""中"",7,10)),""不计算"")))))*Q331,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P331*R331,0)",=T331*S331,,,,,,,,
=ROW()-1,,2025,张明峰,,,,创建任务高级配置查询漏洞列表,EI,,,"=IF(OR(X332=""估算法"",X332=""算法类"",X332=""无法识别""),"""",IF(V332="""",IF(OR(I332=""EI"",I332=""EO"",I332=""EQ""),0,""""),LEN(V332)-LEN(SUBSTITUTE(V332,""、"",""""))+1))","=IF(OR(X332=""估算法"",X332=""算法类"",X332=""无法识别""),"""",IF(W332="""",IF(OR(I332=""ILF"",I332=""EIF""),0,""""),LEN(W332)-LEN(SUBSTITUTE(W332,""、"",""""))+1))","=IF(OR(X332=""估算法"",X332=""算法类"",X332=""无法识别""),"""",IF(X332="""",IF(OR(I332=""ILF"",I332=""EIF"",I332=""EI"",I332=""EO"",I332=""EQ""),0,""""),LEN(X332)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X332,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I332=""EI"",I332=""EO"",I332=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I332=""EI"",IF(OR(X332=""估算法"",X332=""算法类""),""中"",IF(X332=""无法识别"",""低"",IF(L332<2,IF(N332<16,""低"",""中""),IF(L332<3,IF(N332<5,""低"",IF(N332<16,""中"",""高"")),IF(N332<5,""中"",""高""))))),IF(OR(I332=""EO"",I332=""EQ""),IF(OR(X332=""估算法"",X332=""算法类""),""中"",IF(X332=""无法识别"",""低"",IF(L332<2,IF(N332<20,""低"",""中""),IF(L332<4,IF(N332<6,""低"",IF(N332<20,""中"",""高"")),IF(N332<6,""中"",""高""))))),IF(OR(I332=""ILF"",I332=""EIF""),IF(OR(X332=""估算法"",X332=""算法类"",X332=""无法识别""),""低"",IF(M332<2,IF(N332<51,""低"",""中""),IF(M332<6,IF(N332<20,""低"",IF(N332<51,""中"",""高"")),IF(N332<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I332=""EI"",IF(O332=""低"",3,IF(O332=""中"",4,6)),IF(I332=""EO"",IF(O332=""低"",4,IF(O332=""中"",5,7)),IF(I332=""EQ"",IF(O332=""低"",3,IF(O332=""中"",4,6)),IF(I332=""ILF"",IF(O332=""低"",7,IF(O332=""中"",10,15)),IF(I332=""EIF"",IF(O332=""低"",5,IF(O332=""中"",7,10)),""不计算"")))))*Q332,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P332*R332,0)",=T332*S332,漏洞概况表,,漏洞概况表{概况ID、任务ID、总漏洞数、严重漏洞数、高危漏洞数、中危漏洞数、低危漏洞数、详情},,,扫描盲区记录表、故障知识库表,,
=ROW()-1,,2025,张明峰,,,,创建任务高级配置查询扫描序列,,删除,和上行合并，输入输出字段完全一致,"=IF(OR(X333=""估算法"",X333=""算法类"",X333=""无法识别""),"""",IF(V333="""",IF(OR(I333=""EI"",I333=""EO"",I333=""EQ""),0,""""),LEN(V333)-LEN(SUBSTITUTE(V333,""、"",""""))+1))","=IF(OR(X333=""估算法"",X333=""算法类"",X333=""无法识别""),"""",IF(W333="""",IF(OR(I333=""ILF"",I333=""EIF""),0,""""),LEN(W333)-LEN(SUBSTITUTE(W333,""、"",""""))+1))","=IF(OR(X333=""估算法"",X333=""算法类"",X333=""无法识别""),"""",IF(X333="""",IF(OR(I333=""ILF"",I333=""EIF"",I333=""EI"",I333=""EO"",I333=""EQ""),0,""""),LEN(X333)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X333,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I333=""EI"",I333=""EO"",I333=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I333=""EI"",IF(OR(X333=""估算法"",X333=""算法类""),""中"",IF(X333=""无法识别"",""低"",IF(L333<2,IF(N333<16,""低"",""中""),IF(L333<3,IF(N333<5,""低"",IF(N333<16,""中"",""高"")),IF(N333<5,""中"",""高""))))),IF(OR(I333=""EO"",I333=""EQ""),IF(OR(X333=""估算法"",X333=""算法类""),""中"",IF(X333=""无法识别"",""低"",IF(L333<2,IF(N333<20,""低"",""中""),IF(L333<4,IF(N333<6,""低"",IF(N333<20,""中"",""高"")),IF(N333<6,""中"",""高""))))),IF(OR(I333=""ILF"",I333=""EIF""),IF(OR(X333=""估算法"",X333=""算法类"",X333=""无法识别""),""低"",IF(M333<2,IF(N333<51,""低"",""中""),IF(M333<6,IF(N333<20,""低"",IF(N333<51,""中"",""高"")),IF(N333<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I333=""EI"",IF(O333=""低"",3,IF(O333=""中"",4,6)),IF(I333=""EO"",IF(O333=""低"",4,IF(O333=""中"",5,7)),IF(I333=""EQ"",IF(O333=""低"",3,IF(O333=""中"",4,6)),IF(I333=""ILF"",IF(O333=""低"",7,IF(O333=""中"",10,15)),IF(I333=""EIF"",IF(O333=""低"",5,IF(O333=""中"",7,10)),""不计算"")))))*Q333,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P333*R333,0)",=T333*S333,漏洞概况表,,漏洞概况表{概况ID、任务ID、总漏洞数、严重漏洞数、高危漏洞数、中危漏洞数、低危漏洞数、详情},,,资产查询接口配置表、扫描盲区记录表,,
=ROW()-1,,2025,张明峰,,,,创建任务高级配置查询模板策略,EQ,修改「FTR、DET」,和上行合并，输入输出字段完全一致,"=IF(OR(X334=""估算法"",X334=""算法类"",X334=""无法识别""),"""",IF(V334="""",IF(OR(I334=""EI"",I334=""EO"",I334=""EQ""),0,""""),LEN(V334)-LEN(SUBSTITUTE(V334,""、"",""""))+1))","=IF(OR(X334=""估算法"",X334=""算法类"",X334=""无法识别""),"""",IF(W334="""",IF(OR(I334=""ILF"",I334=""EIF""),0,""""),LEN(W334)-LEN(SUBSTITUTE(W334,""、"",""""))+1))","=IF(OR(X334=""估算法"",X334=""算法类"",X334=""无法识别""),"""",IF(X334="""",IF(OR(I334=""ILF"",I334=""EIF"",I334=""EI"",I334=""EO"",I334=""EQ""),0,""""),LEN(X334)-LEN(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(SUBSTITUTE(X334,""|}"",""--""),""{|"",""--""),CHAR(10),""""),""、"",""""),""|"",""""))+IF(AND(OR(I334=""EI"",I334=""EO"",I334=""EQ""),$AD$1=""NESMA""),2,1)))","=IF(I334=""EI"",IF(OR(X334=""估算法"",X334=""算法类""),""中"",IF(X334=""无法识别"",""低"",IF(L334<2,IF(N334<16,""低"",""中""),IF(L334<3,IF(N334<5,""低"",IF(N334<16,""中"",""高"")),IF(N334<5,""中"",""高""))))),IF(OR(I334=""EO"",I334=""EQ""),IF(OR(X334=""估算法"",X334=""算法类""),""中"",IF(X334=""无法识别"",""低"",IF(L334<2,IF(N334<20,""低"",""中""),IF(L334<4,IF(N334<6,""低"",IF(N334<20,""中"",""高"")),IF(N334<6,""中"",""高""))))),IF(OR(I334=""ILF"",I334=""EIF""),IF(OR(X334=""估算法"",X334=""算法类"",X334=""无法识别""),""低"",IF(M334<2,IF(N334<51,""低"",""中""),IF(M334<6,IF(N334<20,""低"",IF(N334<51,""中"",""高"")),IF(N334<20,""中"",""高"")))),""不计算"")))","=IFERROR(IF(I334=""EI"",IF(O334=""低"",3,IF(O334=""中"",4,6)),IF(I334=""EO"",IF(O334=""低"",4,IF(O334=""中"",5,7)),IF(I334=""EQ"",IF(O334=""低"",3,IF(O334=""中"",4,6)),IF(I334=""ILF"",IF(O334=""低"",7,IF(O334=""中"",10,15)),IF(I334=""EIF"",IF(O334=""低"",5,IF(O334=""中"",7,10)),""不计算"")))))*Q334,""不计算"")",1,=调整因子!$F$13,1,"=IFERROR(P334*R334,0)",=T334*S334,漏洞概况表,,漏洞概况表{概况ID、任务ID、总漏洞数、严重漏洞数、高危漏洞数、中危漏洞数、低危漏洞数、详情},,,资产同步任务表,,
